lead_time,total_nights,adults,children,babies,adr,room_price_total,booking_changes,days_in_waiting_list,total_of_special_requests,previous_cancellations,previous_bookings_not_canceled,hotel,is_repeated_guest,Cụm,Tên Cụm,adr_adj,room_price_total_adj,total_nights_adj,Cụm_Chi_Tiết
121,6,2,0.0,0,48.06,253.7568,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,24.03,126.8784,3.0,2
108,5,2,0.0,0,97.2,340.19999999999993,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,48.6,170.09999999999997,2.5,2
2,5,2,0.0,0,140.0,616.0,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,70.0,308.0,2.5,0
41,4,2,0.0,0,125.0,440.0,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,62.5,220.0,2.0,0
7,5,2,0.0,0,126.0,441.0,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,63.0,220.5,2.5,0
204,8,2,0.0,0,101.7,715.9680000000001,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,50.85,357.98400000000004,4.0,1
76,8,2,0.0,0,78.25,550.88,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,39.125,275.44,4.0,2
96,7,2,0.0,0,55.0,338.8,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,27.5,169.4,3.5,2
25,6,2,0.0,0,117.0,617.76,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,58.5,308.88,3.0,1
25,6,2,0.0,0,115.0,607.2,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,57.5,303.6,3.0,2
33,6,2,0.0,0,90.0,475.2000000000001,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,45.0,237.60000000000005,3.0,2
33,6,2,0.0,0,91.67,484.0176,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,45.835,242.0088,3.0,2
173,7,2,0.0,0,43.16,265.8656,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,21.58,132.9328,3.5,2
129,7,2,0.0,0,63.36,390.2976,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,31.68,195.1488,3.5,2
173,7,2,0.0,0,43.16,265.8656,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,21.58,132.9328,3.5,2
2,7,2,0.0,0,91.0,560.56,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,45.5,280.28,3.5,2
110,6,2,0.0,0,48.61,256.6608,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,24.305,128.3304,3.0,2
117,7,2,0.0,0,37.4,230.384,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,18.7,115.192,3.5,2
83,7,2,0.0,0,76.43,470.8088000000001,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,38.215,235.40440000000004,3.5,2
99,7,2,0.0,0,52.56,323.7696,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,26.28,161.8848,3.5,2
60,7,2,0.0,0,53.99,332.5784,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,26.995,166.2892,3.5,2
73,6,2,0.0,0,127.3,672.144,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,63.65,336.072,3.0,1
7,3,2,0.0,0,198.0,415.8,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,99.0,207.9,1.5,0
122,7,2,0.0,0,83.13,407.337,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,41.565,203.6685,3.5,2
189,7,2,0.0,0,82.95,406.455,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,41.475,203.2275,3.5,2
83,5,2,0.0,0,95.6,420.64,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,47.8,210.32,2.5,2
17,5,2,0.0,0,106.0,371.0,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,53.0,185.5,2.5,0
132,6,2,0.0,0,71.7,378.576,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,35.85,189.288,3.0,2
36,5,2,0.0,0,89.0,391.6,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,44.5,195.8,2.5,2
193,7,2,0.0,0,63.0,388.08,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,31.5,194.04,3.5,2
128,9,2,0.0,0,65.7,520.344,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,32.85,260.172,4.5,2
74,9,2,0.0,0,70.0,554.4,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,35.0,277.2,4.5,2
76,5,2,0.0,0,179.0,626.5,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,89.5,313.25,2.5,0
128,9,2,0.0,0,65.7,520.344,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,32.85,260.172,4.5,2
126,7,2,0.0,0,54.2,333.872,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,27.1,166.936,3.5,2
119,10,2,0.0,0,64.0,563.2,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,32.0,281.6,5.0,2
173,5,2,0.0,0,52.2,229.68,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,26.1,114.84,2.5,2
143,7,2,0.0,0,67.4,330.26,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,33.7,165.13,3.5,2
125,7,2,0.0,0,41.76,257.24159999999995,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,20.88,128.62079999999997,3.5,2
92,7,2,0.0,0,58.0,357.28,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,29.0,178.64,3.5,2
38,7,2,0.0,0,135.0,831.6,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,67.5,415.8,3.5,1
217,7,2,0.0,0,56.96,350.8736,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,28.48,175.4368,3.5,2
101,7,2,0.0,0,52.56,323.7696,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,26.28,161.8848,3.5,2
133,7,2,0.0,0,65.36,402.6176,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,32.68,201.3088,3.5,2
68,6,2,0.0,0,74.4,392.8320000000001,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,37.2,196.41600000000005,3.0,2
119,7,2,0.0,0,41.75,257.18,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,20.875,128.59,3.5,2
71,7,2,0.0,0,78.0,480.48,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,39.0,240.24,3.5,2
106,7,2,0.0,0,41.4,255.024,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,20.7,127.512,3.5,2
165,8,2,0.0,0,52.2,367.488,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,26.1,183.744,4.0,2
133,7,2,0.0,0,52.2,321.552,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,26.1,160.776,3.5,2
116,7,2,0.0,0,75.6,370.44,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,37.8,185.22,3.5,2
116,7,2,0.0,0,95.93,470.057,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,47.965,235.0285,3.5,2
32,7,2,0.0,0,121.0,745.36,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,60.5,372.68,3.5,1
132,7,2,0.0,0,71.7,441.672,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,35.85,220.836,3.5,2
77,7,2,0.0,0,66.51,409.7016,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,33.255,204.8508,3.5,2
132,9,2,0.0,0,66.8,420.84,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,33.4,210.42,4.5,2
66,7,2,0.0,0,70.92,436.8672,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,35.46,218.4336,3.5,2
133,5,2,0.0,0,58.2,256.08,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,29.1,128.04,2.5,2
84,7,2,0.0,0,63.0,388.08,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,31.5,194.04,3.5,2
121,7,2,0.0,0,63.4,310.66,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,31.7,155.33,3.5,2
114,6,2,0.0,0,72.75,305.54999999999995,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,36.375,152.77499999999998,3.0,2
70,7,2,0.0,0,63.4,310.66,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,31.7,155.33,3.5,2
118,7,2,0.0,0,37.4,230.384,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,18.7,115.192,3.5,2
121,7,2,0.0,0,48.18,296.78880000000004,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,24.09,148.39440000000002,3.5,2
127,7,2,0.0,0,48.75,300.3,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,24.375,150.15,3.5,2
79,5,2,0.0,0,80.0,352.0,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,40.0,176.0,2.5,2
70,7,2,0.0,0,74.75,366.275,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,37.375,183.1375,3.5,2
121,7,2,0.0,0,37.4,230.384,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,18.7,115.192,3.5,2
114,7,2,0.0,0,44.45,217.805,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,22.225,108.9025,3.5,2
80,7,2,0.0,0,56.72,349.39520000000005,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,28.36,174.69760000000002,3.5,2
70,7,2,0.0,0,41.71,204.379,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,20.855,102.1895,3.5,2
121,7,2,0.0,0,39.4,242.704,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,19.7,121.352,3.5,2
124,5,2,0.0,0,81.05,283.67499999999995,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,40.525,141.83749999999998,2.5,2
106,7,2,0.0,0,46.75,287.98,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,23.375,143.99,3.5,2
70,7,2,0.0,0,48.75,300.3,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,24.375,150.15,3.5,2
70,7,2,0.0,0,39.4,242.704,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,19.7,121.352,3.5,2
70,7,2,0.0,0,69.4,427.504,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,34.7,213.752,3.5,2
70,7,2,0.0,0,55.0,338.8,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,27.5,169.4,3.5,2
94,5,2,0.0,0,193.0,965.0,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,96.5,482.5,2.5,1
117,5,2,0.0,0,73.0,321.2,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,36.5,160.6,2.5,2
173,7,2,0.0,0,75.6,370.44,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,37.8,185.22,3.5,2
113,8,2,0.0,0,41.4,291.456,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,20.7,145.728,4.0,2
28,7,2,0.0,0,79.9,492.1840000000001,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,39.95,246.09200000000004,3.5,2
117,6,2,0.0,0,39.4,208.032,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,19.7,104.016,3.0,2
112,7,2,0.0,0,39.4,242.704,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,19.7,121.352,3.5,2
117,6,2,0.0,0,74.39,312.438,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,37.195,156.219,3.0,2
114,6,2,0.0,0,48.75,257.4,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,24.375,128.7,3.0,2
45,6,2,0.0,0,75.0,396.0,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,37.5,198.0,3.0,2
52,5,2,0.0,0,85.16,374.704,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,42.58,187.352,2.5,2
90,5,2,0.0,0,68.0,299.20000000000005,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,34.0,149.60000000000002,2.5,2
65,7,2,0.0,0,77.5,379.75,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,38.75,189.875,3.5,2
76,7,2,0.0,0,133.14,820.1424,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,66.57,410.0712,3.5,1
76,7,2,0.0,0,127.14,783.1824,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,63.57,391.5912,3.5,1
124,7,2,0.0,0,54.56,336.0896,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,27.28,168.0448,3.5,2
126,7,2,0.0,0,90.0,554.4,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,45.0,277.2,3.5,2
147,7,2,0.0,0,81.2,500.192,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,40.6,250.096,3.5,2
136,7,2,0.0,0,52.56,323.7696,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,26.28,161.8848,3.5,2
94,7,2,0.0,0,73.0,449.68,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,36.5,224.84,3.5,2
125,6,2,0.0,0,43.66,230.5248,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,21.83,115.2624,3.0,2
128,7,2,0.0,0,52.59,323.9544,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,26.295,161.9772,3.5,2
125,7,2,0.0,0,48.75,300.3,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,24.375,150.15,3.5,2
176,7,2,0.0,0,48.06,296.0496,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,24.03,148.0248,3.5,2
126,8,2,0.0,0,50.06,352.42240000000004,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,25.03,176.21120000000002,4.0,2
72,7,2,0.0,0,48.75,300.3,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,24.375,150.15,3.5,2
94,7,2,0.0,0,58.75,361.9,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,29.375,180.95,3.5,2
133,3,2,0.0,0,139.0,229.35,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,69.5,114.675,1.5,0
49,7,2,0.0,0,46.4,285.824,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,23.2,142.912,3.5,2
109,7,2,0.0,0,47.13,290.3208,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,23.565,145.1604,3.5,2
122,7,2,0.0,0,54.2,333.872,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,27.1,166.936,3.5,2
87,5,2,0.0,0,135.49,372.5975,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,67.745,186.29875,2.5,0
87,5,2,0.0,0,134.4,369.6000000000001,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,67.2,184.80000000000004,2.5,0
223,6,2,0.0,0,52.0,274.56,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,26.0,137.28,3.0,2
141,6,2,0.0,0,99.8,526.944,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,49.9,263.472,3.0,2
100,5,2,0.0,0,77.4,340.56000000000006,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,38.7,170.28000000000003,2.5,2
139,7,2,0.0,0,63.5,391.16,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,31.75,195.58,3.5,2
224,5,2,0.0,0,91.1,400.84,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,45.55,200.42,2.5,0
126,7,2,0.0,0,48.75,300.3,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,24.375,150.15,3.5,2
42,7,2,0.0,0,150.43,926.6488,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,75.215,463.3244,3.5,1
85,6,2,0.0,0,98.1,517.968,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,49.05,258.984,3.0,2
49,7,2,0.0,0,59.73,367.9368,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,29.865,183.9684,3.5,2
95,7,2,0.0,0,100.42,618.5872,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,50.21,309.2936,3.5,2
132,6,2,0.0,0,106.3,561.264,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,53.15,280.632,3.0,2
132,5,2,0.0,0,57.8,254.32,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,28.9,127.16,2.5,2
144,6,2,0.0,0,79.05,417.384,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,39.525,208.692,3.0,2
106,7,2,0.0,0,34.2,210.67200000000005,0,0,0,0,0,Resort Hotel,True,2,Khách chi tiêu cao,17.1,105.33600000000003,3.5,2
131,7,2,0.0,0,83.0,511.28,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,41.5,255.64,3.5,2
101,5,2,0.0,0,62.82,276.408,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,31.41,138.204,2.5,2
102,5,2,0.0,0,71.2,313.28000000000003,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,35.6,156.64000000000001,2.5,2
13,7,2,0.0,0,55.87,344.1592,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,27.935,172.0796,3.5,2
133,7,2,0.0,0,68.4,421.3440000000001,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,34.2,210.67200000000005,3.5,2
100,7,2,0.0,0,61.61,379.5176,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,30.805,189.7588,3.5,2
121,6,2,0.0,0,90.9,381.78,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,45.45,190.89,3.0,2
127,8,2,0.0,0,52.5,369.6,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,26.25,184.8,4.0,2
132,7,2,0.0,0,73.14,450.5424,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,36.57,225.2712,3.5,2
131,8,2,0.0,0,94.14,662.7456,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,47.07,331.3728,4.0,2
193,8,2,0.0,0,55.28,389.1712,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,27.64,194.5856,4.0,2
163,4,2,0.0,0,84.15,296.208,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,42.075,148.104,2.0,2
136,7,2,0.0,0,74.53,459.1048,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,37.265,229.5524,3.5,2
136,7,2,0.0,0,68.53,422.1448,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,34.265,211.0724,3.5,2
125,6,2,0.0,0,77.9,327.18,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,38.95,163.59,3.0,2
141,7,2,0.0,0,56.82,350.01120000000003,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,28.41,175.00560000000002,3.5,2
191,5,2,0.0,0,64.94,285.736,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,32.47,142.868,2.5,2
142,7,2,0.0,0,83.94,411.306,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,41.97,205.653,3.5,2
142,7,2,0.0,0,83.09,407.141,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,41.545,203.5705,3.5,2
36,4,2,0.0,0,145.0,510.4,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,72.5,255.2,2.0,0
165,6,2,0.0,0,63.3,334.224,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,31.65,167.112,3.0,2
137,6,2,0.0,0,62.48,329.8944,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,31.24,164.9472,3.0,2
146,4,2,0.0,0,134.5,376.6,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,67.25,188.3,2.0,0
146,4,2,0.0,0,117.63,329.364,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,58.815,164.682,2.0,0
40,5,2,0.0,0,89.0,391.6,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,44.5,195.8,2.5,2
8,4,2,0.0,0,125.0,440.0,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,62.5,220.0,2.0,0
63,5,2,0.0,0,95.6,420.64,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,47.8,210.32,2.5,2
105,5,2,0.0,0,84.2,370.48,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,42.1,185.24,2.5,2
134,4,2,0.0,0,95.5,336.16,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,47.75,168.08,2.0,0
124,7,2,0.0,0,68.4,421.3440000000001,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,34.2,210.67200000000005,3.5,2
63,5,2,0.0,0,98.1,343.3499999999999,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,49.05,171.67499999999995,2.5,2
143,7,2,0.0,0,76.19,469.33040000000005,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,38.095,234.66520000000003,3.5,2
133,5,2,0.0,0,101.2,445.28,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,50.6,222.64,2.5,0
74,7,2,0.0,0,130.29,638.4209999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,65.145,319.21049999999997,3.5,1
150,7,2,0.0,0,73.71,454.0535999999999,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,36.855,227.02679999999995,3.5,2
34,3,2,0.0,0,168.33,444.3912,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,84.165,222.1956,1.5,0
34,3,2,0.0,0,157.0,414.48,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,78.5,207.24,1.5,0
117,7,2,0.0,0,63.61,391.8376,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,31.805,195.9188,3.5,2
115,7,2,0.0,0,70.2,432.432,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,35.1,216.216,3.5,2
117,6,2,0.0,0,75.1,396.528,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,37.55,198.264,3.0,2
29,4,2,0.0,0,146.11,514.3072000000001,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,73.055,257.15360000000004,2.0,0
132,7,2,0.0,0,62.9,387.464,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,31.45,193.732,3.5,2
132,7,2,0.0,0,71.83,442.4728,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,35.915,221.2364,3.5,2
177,7,2,0.0,0,135.57,835.1111999999999,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,67.785,417.55559999999997,3.5,1
177,7,2,0.0,0,126.29,777.9464,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,63.145,388.9732,3.5,1
174,7,2,0.0,0,77.01,474.3816,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,38.505,237.1908,3.5,2
156,6,2,0.0,0,50.36,265.9008,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,25.18,132.9504,3.0,2
156,6,2,0.0,0,52.36,276.4608,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,26.18,138.2304,3.0,2
28,7,2,0.0,0,148.07,725.5429999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,74.035,362.77149999999995,3.5,1
45,6,2,0.0,0,115.0,607.2,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,57.5,303.6,3.0,1
210,3,2,0.0,0,129.44,271.824,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,64.72,135.912,1.5,0
30,6,2,0.0,0,93.67,494.5776000000001,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,46.835,247.28880000000004,3.0,2
88,7,2,0.0,0,59.6,367.136,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,29.8,183.568,3.5,2
195,4,2,0.0,0,72.0,253.44,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,36.0,126.72,2.0,2
73,6,2,0.0,0,136.5,720.72,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,68.25,360.36,3.0,1
119,3,2,0.0,0,116.0,306.24,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,58.0,153.12,1.5,0
76,7,2,0.0,0,109.45,674.212,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,54.725,337.106,3.5,1
197,5,2,0.0,0,72.0,316.8,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,36.0,158.4,2.5,2
189,5,2,0.0,0,51.84,228.09600000000003,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,25.92,114.04800000000002,2.5,2
30,3,2,0.0,0,169.0,446.16,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,84.5,223.08,1.5,0
132,9,2,0.0,0,132.67,835.8209999999999,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,66.335,417.91049999999996,4.5,1
138,7,2,0.0,0,81.85,401.065,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,40.925,200.5325,3.5,2
146,7,2,0.0,0,69.17,426.0872,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,34.585,213.0436,3.5,2
107,6,2,0.0,0,82.0,432.96,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,41.0,216.48,3.0,2
141,7,2,0.0,0,71.17,438.4072000000001,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,35.585,219.20360000000005,3.5,2
123,7,2,0.0,0,68.4,421.3440000000001,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,34.2,210.67200000000005,3.5,2
141,7,2,0.0,0,86.7,424.83,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,43.35,212.415,3.5,2
141,7,2,0.0,0,85.33,525.6328,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,42.665,262.8164,3.5,2
141,7,2,0.0,0,107.1,412.335,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao,53.55,206.1675,3.5,2
107,6,2,0.0,0,77.75,410.52,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,38.875,205.26,3.0,2
35,7,2,0.0,0,67.79,417.5864,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,33.895,208.7932,3.5,2
102,10,2,0.0,0,59.91,527.208,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao,29.955,263.604,5.0,2
100,6,2,0.0,0,117.9,622.5120000000001,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao,58.95,311.25600000000003,3.0,0
