lead_time,total_nights,adults,children,babies,adr,room_price_total,booking_changes,days_in_waiting_list,total_of_special_requests,previous_cancellations,previous_bookings_not_canceled,hotel,is_repeated_guest,Cụm,Tên Cụm
87,3,2,0.0,0,58.0,153.12,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
49,3,2,0.0,0,70.0,147.0,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
24,3,2,0.0,0,70.0,184.8,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
87,3,2,0.0,0,58.0,153.12,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
31,3,2,0.0,0,75.0,198.0,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
121,4,2,0.0,0,54.0,190.08,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
53,4,2,0.0,0,70.75,249.04,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
20,5,2,0.0,0,88.0,387.2,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
69,6,2,0.0,0,116.0,612.48,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
206,7,2,0.0,0,53.79,331.3464,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
206,7,2,0.0,0,55.25,340.34,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
206,7,2,0.0,0,55.25,340.34,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
117,7,2,0.0,0,55.43,341.4488,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
117,7,2,0.0,0,66.02,406.6832,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
117,7,2,0.0,0,66.02,406.6832,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
181,7,2,0.0,0,55.25,340.34,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
177,7,2,0.0,0,55.25,340.34,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
181,7,2,0.0,0,55.25,340.34,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
96,7,2,0.0,0,66.02,406.6832,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
206,7,2,0.0,0,53.79,331.3464,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
66,7,2,0.0,0,68.49,421.8983999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
206,7,2,0.0,0,46.88,288.7808,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
206,7,2,0.0,0,55.25,340.34,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
206,7,2,0.0,0,65.43,403.0488000000001,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
3,1,2,0.0,0,36.0,31.68,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
0,1,2,0.0,0,73.0,64.24,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
79,1,2,0.0,0,0.0,0.0,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
179,1,2,0.0,0,48.0,42.24,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
120,1,2,0.0,0,68.0,59.84,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
14,2,2,0.0,0,68.0,119.68,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
16,2,2,0.0,0,44.0,77.44,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
10,2,2,0.0,0,36.0,63.36,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
79,3,2,0.0,0,98.0,205.79999999999998,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
42,4,2,0.0,0,57.55,202.576,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
32,4,2,0.0,0,70.0,246.4,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
129,4,2,0.0,0,48.95,172.304,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
72,6,2,0.0,0,84.4,445.63200000000006,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
69,6,2,0.0,0,59.75,315.48,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
178,7,2,0.0,0,42.56,262.1696,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
131,7,2,0.0,0,63.03,388.2648,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
49,7,2,0.0,0,41.27,254.22320000000005,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
208,4,2,0.0,0,43.0,151.36,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
18,1,2,0.0,0,36.0,31.68,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
18,1,2,0.0,0,44.0,38.72,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
12,1,2,0.0,0,44.0,38.72,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
1,1,2,0.0,0,71.0,62.48,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
18,1,2,0.0,0,36.0,31.68,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
50,1,2,0.0,0,88.0,77.44,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
16,1,2,0.0,0,38.0,33.44,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
18,1,2,0.0,0,0.0,0.0,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
67,2,2,0.0,0,76.5,134.64000000000001,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
39,2,2,0.0,0,74.0,130.24,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
40,3,2,0.0,0,114.73,240.933,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
39,3,2,0.0,0,71.23,188.0472,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
40,3,2,0.0,0,85.73,226.3272,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
112,3,2,0.0,0,65.27,172.31279999999998,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
46,4,2,0.0,0,112.0,313.59999999999997,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
58,6,2,0.0,0,61.52,324.8256,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
142,7,2,0.0,0,103.57,637.9911999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
101,7,2,0.0,0,95.71,589.5736,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
49,7,2,0.0,0,48.86,300.9776,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
126,7,2,0.0,0,41.29,254.34640000000002,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
201,7,2,0.0,0,42.29,260.50640000000004,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
96,8,2,0.0,0,50.1,352.704,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
17,1,2,0.0,0,63.0,55.44,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
2,1,2,0.0,0,76.0,66.88,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
17,1,2,0.0,0,63.0,55.44,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
5,2,2,0.0,0,38.0,66.88,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
81,3,2,0.0,0,44.53,117.5592,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
19,4,2,0.0,0,78.0,218.39999999999998,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
20,4,2,0.0,0,64.1,225.63199999999998,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
186,7,2,0.0,0,49.17,302.8872,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
34,7,2,0.0,0,58.57,360.7912,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
89,10,2,0.0,0,94.8,663.6,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
75,5,2,0.0,0,82.8,289.79999999999995,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
49,5,2,0.0,0,54.0,237.60000000000002,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
49,5,2,0.0,0,48.0,211.20000000000002,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
192,7,2,0.0,0,30.86,190.0976,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
96,7,2,0.0,0,46.8,288.288,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
76,7,2,0.0,0,38.4,236.544,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
53,7,2,0.0,0,93.57,576.3912,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
214,7,2,0.0,0,80.57,496.31119999999993,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
87,7,2,0.0,0,38.03,234.2648,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
70,7,2,0.0,0,37.8,232.84799999999996,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
214,7,2,0.0,0,32.23,198.53679999999997,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
1,1,2,0.0,0,75.0,66.0,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
49,2,2,0.0,0,46.0,80.96,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
49,2,2,0.0,0,46.0,80.96,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
22,2,2,0.0,0,63.0,110.88,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
49,2,2,0.0,0,46.0,80.96,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
58,7,2,0.0,0,37.8,232.84799999999996,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
46,7,2,0.0,0,37.8,232.84799999999996,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
113,2,2,0.0,0,37.8,66.52799999999999,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
113,2,2,0.0,0,37.8,66.52799999999999,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
42,3,2,0.0,0,55.8,147.312,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
37,5,2,0.0,0,37.8,166.32,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
27,7,2,0.0,0,37.8,232.84799999999996,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
49,7,2,0.0,0,42.1,259.336,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
20,7,2,0.0,0,95.91,469.959,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
49,1,2,0.0,0,38.0,33.44,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
13,1,2,0.0,0,38.0,33.44,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
49,1,2,0.0,0,38.0,33.44,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
44,4,2,0.0,0,55.8,196.416,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
70,5,2,0.0,0,55.8,245.51999999999998,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
192,7,2,0.0,0,37.8,232.84799999999996,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
66,4,2,0.0,0,73.8,206.64,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
0,1,2,0.0,0,70.0,61.6,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
57,1,2,0.0,0,37.8,33.263999999999996,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
64,2,2,0.0,0,64.8,90.71999999999998,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
46,2,2,0.0,0,64.8,90.71999999999998,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
22,2,2,0.0,0,86.0,151.36,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
26,3,2,0.0,0,84.6,177.65999999999997,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
24,3,2,0.0,0,54.98,145.1472,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
84,1,2,0.0,0,54.0,47.52,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
201,2,2,0.0,0,37.8,66.52799999999999,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
42,2,2,0.0,0,37.8,66.52799999999999,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
46,2,2,0.0,0,37.8,66.52799999999999,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
23,2,2,0.0,0,0.0,0.0,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
33,2,2,0.0,0,54.0,95.04,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
211,3,2,0.0,0,30.0,79.19999999999999,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
99,3,2,0.0,0,55.8,147.312,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
201,3,2,0.0,0,30.0,79.19999999999999,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
99,3,2,0.0,0,55.8,147.312,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
44,7,2,0.0,0,82.8,405.71999999999997,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
75,7,2,0.0,0,82.8,405.71999999999997,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
44,7,2,0.0,0,73.8,361.62,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
47,7,2,0.0,0,88.96,547.9935999999999,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
13,1,2,0.0,0,43.2,38.016000000000005,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
36,2,2,0.0,0,55.8,98.208,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
33,5,2,0.0,0,37.8,166.32,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
67,6,2,0.0,0,37.8,199.58399999999997,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
224,7,2,0.0,0,35.1,216.216,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
98,8,2,0.0,0,55.8,392.832,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
44,7,2,0.0,0,37.8,232.84799999999996,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
0,1,2,0.0,0,85.0,74.8,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
28,1,2,0.0,0,42.0,36.96,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
157,3,2,0.0,0,55.13,145.5432,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
25,5,2,0.0,0,40.66,178.904,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
21,5,2,0.0,0,33.26,146.344,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
32,6,2,0.0,0,51.84,217.72799999999998,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
194,7,2,0.0,0,26.93,165.8888,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
20,3,2,0.0,0,67.5,178.2,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
38,3,2,0.0,0,46.8,123.55199999999999,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
38,3,2,0.0,0,46.8,123.55199999999999,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
75,3,2,0.0,0,37.8,99.79199999999999,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
43,4,2,0.0,0,46.8,164.736,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
32,6,2,0.0,0,37.8,199.58399999999997,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
49,7,2,0.0,0,96.0,470.3999999999999,0,0,2,0,0,Resort Hotel,False,2,Khách chi tiêu cao
93,6,2,0.0,0,73.8,309.96,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
2,1,2,0.0,0,30.0,26.4,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
86,6,2,0.0,0,37.8,199.58399999999997,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
105,1,2,0.0,0,55.8,49.104,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
61,3,2,0.0,0,73.8,194.832,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
37,3,2,0.0,0,64.8,136.07999999999998,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
37,3,2,0.0,0,37.8,99.79199999999999,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
74,3,2,0.0,0,82.0,216.48,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
135,5,2,0.0,0,37.8,166.32,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
150,5,2,0.0,0,30.24,133.056,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
37,4,2,0.0,0,37.8,133.05599999999998,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
19,7,2,0.0,0,66.0,462.0,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
33,2,2,0.0,0,37.8,66.52799999999999,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
33,2,2,0.0,0,37.8,66.52799999999999,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
33,2,2,0.0,0,37.8,66.52799999999999,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
53,2,2,0.0,0,46.8,82.368,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
39,2,2,0.0,0,73.8,103.32,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
31,3,2,0.0,0,50.4,133.05599999999998,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
58,4,2,0.0,0,37.8,133.05599999999998,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
100,4,2,0.0,0,37.8,133.05599999999998,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
85,4,2,0.0,0,37.8,133.05599999999998,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
53,5,2,0.0,0,37.8,166.32,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
53,6,2,0.0,0,49.9,209.57999999999998,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
122,8,2,0.0,0,37.8,266.11199999999997,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
59,1,2,0.0,0,87.0,76.56,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
32,1,2,0.0,0,66.0,58.08,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
40,1,2,0.0,0,64.8,45.35999999999999,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
217,1,2,0.0,0,39.0,34.32,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
51,1,2,0.0,0,37.8,33.263999999999996,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
44,3,2,0.0,0,37.8,99.79199999999999,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
159,3,2,0.0,0,44.64,117.84960000000001,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
53,4,2,0.0,0,40.81,143.65120000000002,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
47,4,2,0.0,0,64.8,181.43999999999997,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
30,4,2,0.0,0,36.84,129.67680000000001,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
211,5,2,0.0,0,37.8,166.32,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
54,5,2,0.0,0,37.8,166.32,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
81,6,2,0.0,0,37.8,199.58399999999997,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
139,7,2,0.0,0,46.8,288.288,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
59,3,2,0.0,0,37.7,99.528,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
59,3,2,0.0,0,37.7,99.528,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
124,1,2,0.0,0,57.28,50.4064,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
0,1,2,0.0,0,65.0,57.2,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
1,2,2,0.0,0,60.0,105.6,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
0,2,2,0.0,0,88.0,154.88,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
21,4,2,0.0,0,56.0,197.12,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
0,4,2,0.0,0,45.0,158.4,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
48,8,2,0.0,0,55.8,392.832,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
136,5,2,0.0,0,37.8,166.32,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
50,4,2,0.0,0,41.18,144.9536,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
47,1,2,0.0,0,37.8,33.263999999999996,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
73,2,2,0.0,0,55.8,98.208,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
22,2,2,0.0,0,38.7,68.11200000000001,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
185,1,2,0.0,0,55.8,49.104,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
42,3,2,0.0,0,62.0,163.68,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
116,3,2,0.0,0,37.8,99.79199999999999,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
100,4,2,0.0,0,34.0,119.68,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
80,4,2,0.0,0,37.8,133.05599999999998,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
80,4,2,0.0,0,37.8,133.05599999999998,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
115,4,2,0.0,0,34.0,119.68,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
94,4,2,0.0,0,37.8,133.05599999999998,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
37,5,2,0.0,0,55.8,245.51999999999998,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
52,7,2,0.0,0,55.8,343.728,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
28,7,2,0.0,0,43.0,264.88,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
8,1,2,0.0,0,54.0,47.52,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
21,2,2,0.0,0,63.0,110.88,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
45,2,2,0.0,0,46.96,82.6496,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
46,2,2,0.0,0,37.8,66.52799999999999,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
91,2,2,0.0,0,37.8,66.52799999999999,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
65,2,2,0.0,0,37.0,65.12,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
84,2,2,0.0,0,37.8,66.52799999999999,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
67,3,2,0.0,0,64.0,192.0,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
94,7,2,0.0,0,56.83,278.467,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
24,7,2,0.0,0,42.4,261.18399999999997,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
44,2,2,0.0,0,37.8,66.52799999999999,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
110,5,2,0.0,0,73.8,258.29999999999995,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
20,7,2,0.0,0,48.0,295.68,0,0,0,0,0,Resort Hotel,False,2,Khách chi tiêu cao
40,7,2,0.0,0,55.8,343.728,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
25,3,2,0.0,0,43.0,113.52000000000001,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
5,6,2,0.0,0,65.83,347.5824,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
66,1,2,0.0,0,82.0,72.16,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
67,1,2,0.0,0,56.16,49.4208,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
159,2,2,0.0,0,55.8,98.208,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
64,4,2,0.0,0,46.8,164.736,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
163,4,2,0.0,0,84.6,236.87999999999997,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
18,4,2,0.0,0,32.0,112.64,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
40,5,2,0.0,0,59.64,262.416,0,0,1,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
159,5,2,0.0,0,55.8,245.51999999999998,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
56,6,2,0.0,0,55.8,294.624,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
32,1,2,0.0,0,78.0,54.599999999999994,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
1,1,2,0.0,0,55.0,48.4,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
11,1,2,0.0,0,43.0,37.84,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
44,8,2,0.0,0,55.8,392.832,0,0,1,0,0,Resort Hotel,False,2,Khách chi tiêu cao
7,1,2,0.0,0,30.0,26.4,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
7,1,2,0.0,0,30.0,26.4,0,0,0,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
7,1,2,0.0,0,35.0,30.8,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
32,1,2,0.0,0,43.65,38.412,0,0,1,0,0,Resort Hotel,False,0,Khách chi tiêu thấp
59,4,2,0.0,0,46.8,164.736,0,0,2,0,0,Resort Hotel,False,1,Khách chi tiêu trung bình
